                                kicad schematic
                                Transient Analysis  Sat Apr 25 14:17:18  2026
--------------------------------------------------------------------------------
Index   time            e1#branch       l1#branch       v1#branch       
--------------------------------------------------------------------------------
0	0.000000e+00	0.000000e+00	0.000000e+00	0.000000e+00	
1	1.000000e-09	3.135278e-09	-3.13528e-09	0.000000e+00	
2	1.084001e-09	3.420766e-09	-3.42077e-09	0.000000e+00	
3	1.252002e-09	4.035987e-09	-4.03599e-09	0.000000e+00	
4	1.588004e-09	5.531903e-09	-5.53190e-09	0.000000e+00	
5	2.260009e-09	9.585623e-09	-9.58562e-09	0.000000e+00	
6	3.604018e-09	2.194057e-08	-2.19406e-08	0.000000e+00	
7	6.292037e-09	6.364017e-08	-6.36402e-08	0.000000e+00	
8	1.166807e-08	2.149953e-07	-2.14995e-07	0.000000e+00	
9	2.242015e-08	7.895018e-07	-7.89502e-07	0.000000e+00	
10	3.423515e-08	1.838642e-06	-1.83864e-06	0.000000e+00	
11	5.217632e-08	4.268112e-06	-4.26811e-06	0.000000e+00	
12	7.760340e-08	9.437829e-06	-9.43783e-06	0.000000e+00	
13	1.172147e-07	2.152041e-05	-2.15204e-05	0.000000e+00	
14	1.753503e-07	4.811958e-05	-4.81196e-05	0.000000e+00	
15	2.641705e-07	1.090200e-04	-1.09020e-04	0.000000e+00	
16	3.641705e-07	2.066451e-04	-2.06645e-04	0.000000e+00	
17	4.641705e-07	3.346340e-04	-3.34634e-04	0.000000e+00	
18	5.641705e-07	4.924269e-04	-4.92427e-04	0.000000e+00	
19	6.641705e-07	6.793405e-04	-6.79340e-04	0.000000e+00	
20	7.641705e-07	8.945713e-04	-8.94571e-04	0.000000e+00	
21	8.641705e-07	1.137198e-03	-1.13720e-03	0.000000e+00	
22	9.641705e-07	1.406187e-03	-1.40619e-03	0.000000e+00	
23	1.064170e-06	1.700393e-03	-1.70039e-03	0.000000e+00	
24	1.164170e-06	2.018567e-03	-2.01857e-03	0.000000e+00	
25	1.264170e-06	2.359361e-03	-2.35936e-03	0.000000e+00	
26	1.364170e-06	2.721330e-03	-2.72133e-03	0.000000e+00	
27	1.464170e-06	3.102941e-03	-3.10294e-03	0.000000e+00	
28	1.564170e-06	3.502580e-03	-3.50258e-03	0.000000e+00	
29	1.664170e-06	3.918553e-03	-3.91855e-03	0.000000e+00	
30	1.764170e-06	4.349099e-03	-4.34910e-03	0.000000e+00	
31	1.864170e-06	4.792394e-03	-4.79239e-03	0.000000e+00	
32	1.964170e-06	5.246557e-03	-5.24656e-03	0.000000e+00	
33	2.064170e-06	5.709660e-03	-5.70966e-03	0.000000e+00	
34	2.164170e-06	6.179735e-03	-6.17974e-03	0.000000e+00	
35	2.264170e-06	6.654780e-03	-6.65478e-03	0.000000e+00	
36	2.364170e-06	7.132770e-03	-7.13277e-03	0.000000e+00	
37	2.464170e-06	7.611662e-03	-7.61166e-03	0.000000e+00	
38	2.564170e-06	8.089405e-03	-8.08941e-03	0.000000e+00	
39	2.664170e-06	8.563948e-03	-8.56395e-03	0.000000e+00	
40	2.764170e-06	9.033247e-03	-9.03325e-03	0.000000e+00	
41	2.864170e-06	9.495275e-03	-9.49527e-03	0.000000e+00	
42	2.964170e-06	9.948026e-03	-9.94803e-03	0.000000e+00	
43	3.064170e-06	1.038953e-02	-1.03895e-02	0.000000e+00	
44	3.164170e-06	1.081785e-02	-1.08179e-02	0.000000e+00	
45	3.264170e-06	1.123111e-02	-1.12311e-02	0.000000e+00	
46	3.364170e-06	1.162748e-02	-1.16275e-02	0.000000e+00	
47	3.464170e-06	1.200518e-02	-1.20052e-02	0.000000e+00	
48	3.564170e-06	1.236252e-02	-1.23625e-02	0.000000e+00	
49	3.664170e-06	1.269787e-02	-1.26979e-02	0.000000e+00	
50	3.764170e-06	1.300970e-02	-1.30097e-02	0.000000e+00	
51	3.864170e-06	1.329655e-02	-1.32965e-02	0.000000e+00	
52	3.964170e-06	1.355706e-02	-1.35571e-02	0.000000e+00	
53	4.064170e-06	1.378998e-02	-1.37900e-02	0.000000e+00	
54	4.164170e-06	1.399415e-02	-1.39942e-02	0.000000e+00	

Index   time            e1#branch       l1#branch       v1#branch       
--------------------------------------------------------------------------------
55	4.264170e-06	1.416853e-02	-1.41685e-02	0.000000e+00	
56	4.364170e-06	1.431219e-02	-1.43122e-02	0.000000e+00	
57	4.464170e-06	1.442431e-02	-1.44243e-02	0.000000e+00	
58	4.564170e-06	1.450420e-02	-1.45042e-02	0.000000e+00	
59	4.664170e-06	1.455129e-02	-1.45513e-02	0.000000e+00	
60	4.764170e-06	1.456513e-02	-1.45651e-02	0.000000e+00	
61	4.864170e-06	1.454542e-02	-1.45454e-02	0.000000e+00	
62	4.964170e-06	1.449195e-02	-1.44920e-02	0.000000e+00	
63	5.064170e-06	1.440468e-02	-1.44047e-02	0.000000e+00	
64	5.164170e-06	1.428367e-02	-1.42837e-02	0.000000e+00	
65	5.264170e-06	1.412912e-02	-1.41291e-02	0.000000e+00	
66	5.364170e-06	1.394137e-02	-1.39414e-02	0.000000e+00	
67	5.464170e-06	1.372086e-02	-1.37209e-02	0.000000e+00	
68	5.564170e-06	1.346818e-02	-1.34682e-02	0.000000e+00	
69	5.664170e-06	1.318405e-02	-1.31840e-02	0.000000e+00	
70	5.764170e-06	1.286927e-02	-1.28693e-02	0.000000e+00	
71	5.864170e-06	1.252481e-02	-1.25248e-02	0.000000e+00	
72	5.964170e-06	1.215172e-02	-1.21517e-02	0.000000e+00	
73	6.064170e-06	1.175116e-02	-1.17512e-02	0.000000e+00	
74	6.164170e-06	1.132441e-02	-1.13244e-02	0.000000e+00	
75	6.264170e-06	1.087285e-02	-1.08728e-02	0.000000e+00	
76	6.364170e-06	1.039794e-02	-1.03979e-02	0.000000e+00	
77	6.464170e-06	9.901246e-03	-9.90125e-03	0.000000e+00	
78	6.564170e-06	9.384405e-03	-9.38441e-03	0.000000e+00	
79	6.664170e-06	8.849138e-03	-8.84914e-03	0.000000e+00	
80	6.764170e-06	8.297231e-03	-8.29723e-03	0.000000e+00	
81	6.864170e-06	7.730538e-03	-7.73054e-03	0.000000e+00	
82	6.964170e-06	7.150965e-03	-7.15096e-03	0.000000e+00	
83	7.064170e-06	6.560467e-03	-6.56047e-03	0.000000e+00	
84	7.164170e-06	5.961042e-03	-5.96104e-03	0.000000e+00	
85	7.264170e-06	5.354719e-03	-5.35472e-03	0.000000e+00	
86	7.364170e-06	4.743551e-03	-4.74355e-03	0.000000e+00	
87	7.464170e-06	4.129609e-03	-4.12961e-03	0.000000e+00	
88	7.564170e-06	3.514974e-03	-3.51497e-03	0.000000e+00	
89	7.664170e-06	2.901726e-03	-2.90173e-03	0.000000e+00	
90	7.764170e-06	2.291938e-03	-2.29194e-03	0.000000e+00	
91	7.864170e-06	1.687667e-03	-1.68767e-03	0.000000e+00	
92	7.964170e-06	1.090947e-03	-1.09095e-03	0.000000e+00	
93	8.064170e-06	5.037804e-04	-5.03780e-04	0.000000e+00	
94	8.164170e-06	-7.18711e-05	7.187115e-05	0.000000e+00	
95	8.264170e-06	-6.34092e-04	6.340917e-04	0.000000e+00	
96	8.364170e-06	-1.18102e-03	1.181021e-03	0.000000e+00	
97	8.464170e-06	-1.71086e-03	1.710859e-03	0.000000e+00	
98	8.564170e-06	-2.22188e-03	2.221876e-03	0.000000e+00	
99	8.664170e-06	-2.71242e-03	2.712419e-03	0.000000e+00	
100	8.764170e-06	-3.18092e-03	3.180915e-03	0.000000e+00	
101	8.864170e-06	-3.62588e-03	3.625880e-03	0.000000e+00	
102	8.964170e-06	-4.04593e-03	4.045925e-03	0.000000e+00	
103	9.064170e-06	-4.43976e-03	4.439760e-03	0.000000e+00	
104	9.164170e-06	-4.80620e-03	4.806198e-03	0.000000e+00	
105	9.264170e-06	-5.14416e-03	5.144163e-03	0.000000e+00	
106	9.364170e-06	-5.45269e-03	5.452693e-03	0.000000e+00	
107	9.464170e-06	-5.73094e-03	5.730940e-03	0.000000e+00	
108	9.564170e-06	-5.97818e-03	5.978180e-03	0.000000e+00	
109	9.664170e-06	-6.19381e-03	6.193809e-03	0.000000e+00	
110	9.764170e-06	-6.37735e-03	6.377350e-03	0.000000e+00	
111	9.864170e-06	-6.52845e-03	6.528453e-03	0.000000e+00	
112	9.964170e-06	-6.64690e-03	6.646897e-03	0.000000e+00	

Index   time            e1#branch       l1#branch       v1#branch       
--------------------------------------------------------------------------------
113	1.006417e-05	-6.73259e-03	6.732590e-03	0.000000e+00	
114	1.016417e-05	-6.78557e-03	6.785569e-03	0.000000e+00	
115	1.026417e-05	-6.80600e-03	6.806001e-03	0.000000e+00	
116	1.036417e-05	-6.79418e-03	6.794182e-03	0.000000e+00	
117	1.046417e-05	-6.75054e-03	6.750535e-03	0.000000e+00	
118	1.056417e-05	-6.67561e-03	6.675610e-03	0.000000e+00	
119	1.066417e-05	-6.57008e-03	6.570079e-03	0.000000e+00	
120	1.076417e-05	-6.43473e-03	6.434735e-03	0.000000e+00	
121	1.086417e-05	-6.27049e-03	6.270488e-03	0.000000e+00	
122	1.096417e-05	-6.07837e-03	6.078365e-03	0.000000e+00	
123	1.106417e-05	-5.85950e-03	5.859500e-03	0.000000e+00	
124	1.116417e-05	-5.61513e-03	5.615132e-03	0.000000e+00	
125	1.126417e-05	-5.34660e-03	5.346602e-03	0.000000e+00	
126	1.136417e-05	-5.05534e-03	5.055345e-03	0.000000e+00	
127	1.146417e-05	-4.74289e-03	4.742886e-03	0.000000e+00	
128	1.156417e-05	-4.41083e-03	4.410832e-03	0.000000e+00	
129	1.166417e-05	-4.06087e-03	4.060869e-03	0.000000e+00	
130	1.176417e-05	-3.69475e-03	3.694749e-03	0.000000e+00	
131	1.186417e-05	-3.31429e-03	3.314292e-03	0.000000e+00	
132	1.196417e-05	-2.92137e-03	2.921370e-03	0.000000e+00	
133	1.206417e-05	-2.51790e-03	2.517904e-03	0.000000e+00	
134	1.216417e-05	-2.10586e-03	2.105858e-03	0.000000e+00	
135	1.226417e-05	-1.68723e-03	1.687227e-03	0.000000e+00	
136	1.236417e-05	-1.26403e-03	1.264031e-03	0.000000e+00	
137	1.246417e-05	-8.38307e-04	8.383073e-04	0.000000e+00	
138	1.256417e-05	-4.12102e-04	4.121017e-04	0.000000e+00	
139	1.266417e-05	1.253893e-05	-1.25389e-05	0.000000e+00	
140	1.276417e-05	4.335752e-04	-4.33575e-04	0.000000e+00	
141	1.286417e-05	8.489833e-04	-8.48983e-04	0.000000e+00	
142	1.296417e-05	1.256763e-03	-1.25676e-03	0.000000e+00	
143	1.306417e-05	1.654946e-03	-1.65495e-03	0.000000e+00	
144	1.316417e-05	2.041603e-03	-2.04160e-03	0.000000e+00	
145	1.326417e-05	2.414851e-03	-2.41485e-03	0.000000e+00	
146	1.336417e-05	2.772864e-03	-2.77286e-03	0.000000e+00	
147	1.346417e-05	3.113875e-03	-3.11387e-03	0.000000e+00	
148	1.356417e-05	3.436187e-03	-3.43619e-03	0.000000e+00	
149	1.366417e-05	3.738179e-03	-3.73818e-03	0.000000e+00	
150	1.376417e-05	4.018311e-03	-4.01831e-03	0.000000e+00	
151	1.386417e-05	4.275133e-03	-4.27513e-03	0.000000e+00	
